Page Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate
12623,200.8582517,45.18188927,Direct,97.62821442,76,9.862809544
9108,532.5548133,39.90517022,Social,103.6041833,82,13.94366604
15386,822.0398494,47.7598865,Direct,589.3987721,21,15.51081739
11800,261.2500427,47.87911792,Referral,148.7386048,53,19.96089841
14265,698.5359368,68.40662594,Referral,547.0610755,28,15.38999622
14043,113.6617526,51.17385294,Organic,591.768573,48,12.01462555
15760,384.6110593,32.77068275,Referral,264.9049775,26,1.34674493
13866,151.5890536,27.82678798,Social,582.07374,27,13.60893331
5798,405.8700677,32.13164272,Referral,459.0179677,83,3.154528103
5653,276.9729252,62.63494148,Referral,152.0595673,99,4.247560291
7800,608.0308109,25.20521853,Social,196.9519706,81,11.24504406
15537,131.5057193,22.39421706,Referral,153.053149,44,4.2735268
18850,852.6101279,55.22677682,Direct,196.3909983,63,17.07003177
14776,305.3984148,42.43495279,Direct,107.131693,94,12.92710247
5594,534.5309554,67.91661828,Direct,372.09268,70,16.16232434
16700,296.1994621,63.68919445,Referral,369.9609542,3,18.59247935
8936,186.1857297,52.56472025,Social,250.2979425,7,2.19199699
10197,382.3419876,23.77980584,Referral,504.6874331,12,10.46318016
18358,121.4372445,62.73042162,Referral,125.8220481,77,3.279138798
9476,810.177154,59.85417543,Social,392.3767974,8,18.19442883
14183,206.5024781,32.95622134,Referral,513.0772425,90,19.78317383
17561,220.0084801,63.81819362,Social,269.1006702,57,7.053159164
16272,427.1534353,49.86971262,Direct,387.0984065,67,4.378814373
10033,389.9795951,44.10636499,Referral,457.0756524,3,9.43742011
6518,672.5632098,23.52844799,Referral,253.1329416,96,8.26213534
13638,623.343044,49.20641894,Direct,111.5467975,56,14.324806
16431,689.1162037,67.81656376,Organic,549.1662606,44,13.30126617
16621,289.2129574,55.9685913,Referral,566.1315912,62,13.00985691
10686,834.8681695,35.11180302,Organic,531.2699983,70,8.169637619
19158,284.1479289,60.99611979,Social,261.8249574,7,19.1489462
13549,105.2678482,49.82469903,Referral,63.43268741,18,2.36538144
8357,503.2532099,63.89656921,Direct,274.9971376,93,18.76841851
18358,552.9676173,34.36883944,Referral,77.20203957,55,3.769725036
17444,656.8589544,35.77488244,Social,503.7599033,48,2.268839888
19268,368.3234563,36.90812818,Organic,147.7560173,96,9.177017104
6685,226.4910413,58.80280701,Social,370.3515875,41,19.70481911
13121,673.1856108,32.37314099,Organic,590.5850109,62,9.366959326
12799,346.695524,22.45002783,Referral,558.367394,69,1.423873967
7536,396.8437899,53.84903583,Social,189.3928764,7,15.83769256
17345,523.1495106,58.66681006,Referral,472.6276745,90,14.86721865
6746,167.3426711,24.88633964,Organic,278.9675597,67,10.96744162
11552,277.0886983,36.69917758,Organic,71.06867254,12,7.911277271
19741,520.4342643,58.35846929,Referral,114.6162781,56,1.734108291
17169,771.3445207,39.44497086,Social,322.139156,2,8.596451211
5045,295.5234608,36.11445788,Organic,39.15646622,45,8.864429966
11607,532.2519602,50.06876394,Direct,182.2242762,67,5.019439361
17202,151.3901622,53.90329733,Social,115.2778699,19,14.2671086
9945,726.4332309,62.41416887,Organic,183.7239169,6,10.10942994
9745,823.7899533,29.70694217,Referral,519.9701015,73,9.14306964
12619,335.2763095,59.34842983,Referral,466.1053528,99,2.450532014
6074,889.1723405,45.2031654,Organic,353.0674815,58,4.200632032
16352,778.5421726,53.27406474,Social,172.7387419,81,13.55895855
7974,892.4281185,40.7016621,Organic,288.5310536,86,14.34712825
6791,491.7670555,55.49485322,Organic,181.3614852,29,11.98571495
10069,465.5876986,43.9856158,Social,258.2624445,24,15.00742398
19559,781.3736846,28.63193295,Organic,250.2909126,22,4.400949185
13597,100.0912567,61.33393313,Direct,360.4670762,63,16.22244752
16157,617.1231544,30.04520156,Direct,293.2075537,88,5.705468741
19288,805.1510704,65.03675812,Social,337.6960906,67,6.127164736
15300,271.106676,32.73827624,Organic,548.2780083,34,17.25665296
11664,302.8321344,47.59799676,Direct,281.1253799,38,8.039901465
9418,848.4269056,46.29401717,Social,588.5507605,55,11.39169112
12005,481.4297475,27.9350543,Referral,501.3824821,28,6.906356911
8335,717.826084,54.15075193,Organic,391.5303797,5,8.197885431
5072,688.0397826,36.54136392,Referral,571.0821359,55,19.45955136
11944,562.7528937,63.26374352,Referral,185.2973354,50,8.531322805
7550,654.1878146,23.43875797,Direct,103.1880165,96,3.137525452
14142,895.5906353,35.01640417,Referral,588.6977177,3,16.36508694
16154,264.7911142,55.35458309,Organic,583.653217,51,3.068262085
18924,238.9175369,48.11790817,Organic,69.63787463,22,7.146991401
12029,876.87404,20.77094965,Direct,113.2133529,28,10.2388283
11111,449.0233025,31.50062982,Organic,218.9866092,13,18.63895241
17636,324.7417699,20.76429438,Social,447.7443857,76,3.21142288
7843,532.038217,58.44768023,Direct,452.6275266,63,2.741834275
11962,714.5283335,41.12363704,Referral,167.1622438,1,6.005121078
8844,420.2277987,66.49186385,Referral,136.1867125,28,1.717937608
10427,201.2451069,31.38230432,Organic,521.2191085,30,5.585174082
7542,766.9380031,29.64020734,Social,91.52746354,17,3.743899494
16353,757.626888,39.8848303,Social,232.0395299,73,18.18357192
16502,675.4644087,27.38056095,Social,474.6514287,11,17.81545144
14834,334.0193146,38.23984032,Organic,164.3742144,50,6.996812607
9372,214.905904,59.14641009,Referral,210.8303247,39,14.28448846
11324,743.7000994,21.76826864,Social,310.9259092,60,4.722607701
8191,837.2164561,32.43977805,Organic,45.78536461,89,7.329973374
5572,601.6828956,34.85639017,Organic,567.8969269,26,8.26250678
14388,455.2127685,45.42465292,Direct,480.5998616,63,7.368076415
17647,257.7122868,32.98602508,Social,528.1725666,69,11.80957757
19182,744.1886318,62.61562084,Social,276.7967842,62,1.089526058
17165,353.221758,48.90646151,Social,135.7909544,40,2.533100109
8252,614.5617474,22.68368506,Organic,119.9775281,67,12.4413202
8607,353.8100652,69.44460352,Organic,383.0294853,95,19.69371915
5826,466.5380934,69.36235541,Direct,222.5409737,61,14.05774111
8580,195.484585,64.81916429,Organic,467.5368486,27,16.14558754
14412,340.1708022,52.1446453,Social,345.6931877,17,13.87129192
14301,632.2801271,53.34824518,Social,120.3207728,44,17.91667392
17555,191.9081177,50.85928465,Social,310.3724712,35,13.81587182
11744,276.2428682,66.02498828,Direct,101.1122996,61,5.808291004
14399,483.8296838,37.20767204,Social,560.8344734,34,18.82110752
13539,692.2837303,45.45508218,Social,101.6327888,3,1.133856277
19711,465.0950865,21.87107444,Referral,261.8539267,54,10.78422981
5663,822.0640424,69.04941172,Direct,482.2703232,56,13.200923
16097,525.7396968,54.56579554,Direct,480.8214968,76,7.667428571
9180,494.0809939,52.45842367,Referral,33.72533186,29,9.758082253
17224,652.4532225,49.21122161,Direct,246.6788976,20,18.64473173
19134,748.9888071,43.87477904,Referral,183.7097224,33,8.059286029
18106,102.3661472,62.694324,Organic,240.5989779,45,12.91848049
10731,442.0814115,45.38062165,Referral,216.1230206,29,3.332411384
10447,845.6621969,47.72560778,Referral,465.773058,81,17.72883854
8657,532.0753242,54.86269903,Direct,224.4420878,93,4.283813802
14687,234.550756,30.70733963,Referral,397.0978263,90,4.74139398
14591,325.4986152,37.58493626,Referral,267.846661,39,12.30929159
7444,674.5702812,40.76264593,Social,458.2056099,63,18.78032043
13368,162.0591561,47.98609476,Social,511.3366198,65,4.093869711
7314,842.5110722,53.82804895,Organic,136.165928,70,15.54681406
19234,305.201526,52.24228987,Social,400.6236022,19,2.915582477
15976,518.6602119,35.63685817,Social,382.2999337,27,6.486745492
10588,505.193106,44.90916189,Social,523.0969119,90,1.034165685
5606,305.8271326,52.04840912,Direct,447.0682701,29,14.22182061
19741,270.6326775,20.70383762,Organic,399.1574039,3,15.60171719
10489,701.3451404,39.04917721,Direct,302.1919883,35,7.024076649
14024,444.3156518,48.03076791,Social,325.5954356,26,6.726190638
9908,419.0503273,59.48917085,Organic,496.3413861,28,16.71234595
18310,255.1299393,60.48788274,Organic,517.1371248,92,12.07516098
15905,890.9730086,60.54894177,Referral,340.1249557,37,6.21754582
12870,674.6013344,63.27067682,Referral,417.0283646,12,4.282223126
18309,175.9516709,67.4307575,Organic,405.8697437,2,2.842483822
11686,873.6929603,36.63344663,Direct,254.3761209,18,10.08897512
9197,385.1629889,47.64190554,Referral,423.4972316,92,17.15563216
19132,647.3835357,46.65748942,Organic,323.911694,14,6.051169629
14939,213.0177162,53.15799599,Social,106.7572621,97,13.47414358
18039,641.3889284,29.80552392,Organic,331.6842378,24,17.68427832
7270,256.8213477,57.9080313,Organic,308.1667402,61,14.17464336
8230,427.9227908,61.43264454,Social,162.668797,77,8.67055334
9228,407.7228935,55.93608082,Social,540.5371415,88,9.74445814
17369,226.081868,57.61330385,Direct,393.8824884,26,6.2020603
9141,344.5297176,36.05973671,Direct,124.8202523,14,10.67768938
9878,172.5205915,45.00038856,Organic,49.00451496,77,8.328168763
5452,802.1935268,49.00724368,Social,499.1138251,43,19.19093518
13516,571.3886907,47.46514793,Direct,596.948989,85,7.09538106
19826,638.545279,62.27206768,Social,591.6520568,79,1.387024717
17743,407.6380425,26.17581676,Direct,583.9538594,53,13.9674984
6264,468.863559,66.81760532,Organic,405.6797941,68,3.476797884
11099,460.5619336,25.33590032,Direct,513.407445,30,16.10191146
17093,584.0675194,32.02842011,Social,271.6362864,29,4.3912807
18052,295.6307668,50.79789852,Referral,419.5224591,98,13.69895709
9831,299.0546063,37.40996988,Direct,223.2587318,56,14.2300587
7543,623.6455496,55.87652919,Referral,537.8583934,80,18.72710555
17038,798.0377076,60.04397821,Direct,441.214142,44,3.266240392
9303,360.7054062,54.8346962,Direct,93.72727631,98,8.021872302
7910,342.0444932,58.03252051,Social,570.1575842,74,11.98398356
9957,533.7037231,42.82697896,Direct,564.2114749,4,8.431845024
7716,577.2087758,38.26979827,Referral,484.639084,45,3.980029733
9396,639.8601629,67.56686374,Referral,497.4146884,48,10.00614297
17418,643.3026626,20.03197602,Social,130.3935966,78,19.23357489
16676,457.1491231,46.34393418,Referral,281.3699205,51,19.92655491
13175,195.4403773,35.98510473,Direct,317.4812859,66,6.057717521
7125,828.2991884,54.09599824,Social,371.6169972,88,11.46216544
11657,263.9462947,54.83693919,Organic,580.2731414,31,7.939272547
6464,745.5952951,54.28891485,Referral,33.0926434,41,17.20855712
18337,508.8851816,20.82279822,Organic,215.6937134,58,4.933086346
15007,288.5292494,47.89673246,Social,289.583112,94,4.070551653
10798,549.7235352,28.25744788,Referral,481.7809821,68,7.669798043
6346,612.9166061,62.18939163,Social,109.4029012,48,13.20797302
10806,757.1045952,48.16369387,Organic,268.879207,35,19.73860221
17293,461.4739531,40.90687434,Referral,233.1310786,25,16.15546869
19133,696.8590273,55.50033533,Social,376.0426201,93,14.79423868
18325,505.8112404,52.06992408,Referral,508.2991507,97,8.406185463
14331,159.0665564,34.67310265,Social,194.3371773,32,18.54964006
18333,261.5012967,59.208795,Referral,356.7000146,21,1.347198865
10936,713.3425546,44.08253328,Direct,443.6546798,24,13.29681111
19881,247.4388563,60.20288458,Organic,472.0067437,93,18.35277389
5559,875.4393055,49.66176097,Social,53.51664302,74,1.62273304
9350,578.0740347,45.53741122,Social,532.8945747,5,14.61477321
13763,151.6824581,32.12806305,Direct,432.8576736,44,19.01004028
9802,632.9206483,38.50463937,Organic,440.3536032,28,18.24573202
5918,675.9609031,27.90250428,Social,461.3512319,5,8.241832177
15209,822.0597594,69.88930515,Direct,322.9188615,2,6.265193314
7399,444.1442376,62.54292488,Organic,574.1474243,61,15.13725074
7338,569.5141871,21.4982001,Organic,560.4265451,6,9.688526805
15597,512.3171758,50.70914077,Social,481.7333952,88,8.35199168
5018,859.9033156,55.41416223,Referral,382.7601825,82,1.061798866
8622,722.3053392,49.88203146,Referral,524.5652067,53,17.22259875
16666,808.0163604,23.44929091,Direct,53.74912,79,13.55752677
13329,228.4879509,21.12197283,Referral,581.9183788,18,12.36967671
18381,536.0635113,66.50429495,Organic,294.237341,68,10.66935687
6317,136.3707215,60.22494094,Direct,173.0422359,49,10.78187319
13973,159.8800017,57.23962373,Social,504.8760241,53,15.72470158
6664,821.2509139,25.03517134,Social,265.6131874,84,5.077014634
8520,220.8695386,21.55474448,Social,360.3654302,49,6.970983193
11827,893.641918,54.85329563,Direct,193.4072074,32,5.053858208
16536,179.8174914,28.99912956,Direct,372.3261097,26,9.802165169
16248,368.8853499,34.867977,Social,528.5121168,44,15.95552103
11755,701.8746361,52.7239647,Direct,104.1364949,63,6.588084158
7998,306.0387109,42.29889077,Social,585.5131323,60,10.11385599
10073,684.3133835,20.78518811,Organic,384.7119574,75,7.962174816
19432,344.395182,65.82591973,Social,37.42342763,77,13.3719821
16660,479.5911184,32.78181606,Social,277.0060908,38,11.48986461
8757,208.5245572,55.37069985,Referral,67.23534537,11,13.66303837
17249,734.364531,53.19862843,Referral,223.4515572,23,8.971446566
15779,772.7953499,49.54786543,Social,193.720933,85,1.616363544
5949,638.4277698,43.70177839,Referral,452.4486419,60,4.536615135
13705,336.8277093,26.18200715,Organic,77.51195748,90,1.930827927
8334,548.6529314,68.08183131,Referral,116.4414947,95,17.48591216
7631,507.653884,28.06342953,Referral,274.5695826,23,17.16826734
15916,222.9663344,27.94635062,Social,268.3561094,5,12.37411007
13488,796.8302899,28.49421419,Social,445.1155715,22,10.84534091
13864,268.273514,27.54624956,Social,444.5427706,9,11.37008087
11950,149.6570305,36.44279386,Social,398.0492347,18,2.29617939
19791,282.8294947,22.04678133,Direct,333.9273149,15,11.89001684
14460,212.970242,42.03289229,Organic,565.5977731,83,3.131020255
19652,606.1849548,47.45264543,Direct,206.5207083,26,13.60135451
12813,778.7044095,65.39395613,Direct,583.1298185,72,9.673660773
10376,404.5903931,50.99352638,Referral,440.6556856,89,18.12186668
5356,400.5158762,68.12652935,Direct,466.1080269,19,14.17260431
5776,180.2667156,52.44895417,Referral,30.33660122,78,11.84780234
19954,462.406291,32.95899418,Direct,553.0650785,65,11.20563097
17301,142.4702502,24.41450942,Direct,538.6025903,88,5.3796977
9708,115.0685988,36.53339343,Direct,424.8696223,36,17.65831226
16924,247.5812317,59.79038087,Organic,37.40582088,76,5.098683862
16673,603.636547,49.06738253,Social,400.8023973,82,7.629934899
7212,261.6235775,35.24598142,Direct,505.7240501,42,7.723093428
15626,407.6246422,37.3581192,Referral,576.2094406,73,11.31016065
9619,602.2262531,60.01784318,Direct,452.4486998,68,12.78157282
19518,545.7338212,63.41332444,Organic,531.8986267,66,2.254214557
17643,510.6123928,65.16354044,Social,31.82615984,87,7.431479152
10700,430.0995496,50.17592194,Organic,188.8467707,29,1.058567904
10626,403.7400162,33.64613247,Social,469.9760234,24,7.410153327
17992,259.4083174,37.41205594,Social,404.7232019,78,14.79488951
14240,624.3905779,69.88425469,Organic,62.61125828,76,18.44091443
12738,337.5800651,48.44496168,Referral,214.0978025,44,13.56849424
10639,667.7962624,52.04958693,Social,88.15093458,77,9.770580022
11852,335.6266608,62.65492799,Direct,467.9546563,76,16.38401757
14703,489.0051724,51.03367105,Social,38.51793649,70,11.63238886
13752,196.2931227,44.09424888,Social,272.151282,97,18.66418624
8342,202.4515981,39.21156248,Direct,78.93078878,81,11.93483905
5552,510.6048136,51.40869482,Direct,175.4848539,91,2.750265639
15590,346.8936987,28.5530644,Direct,285.6127826,74,19.25306556
10220,371.085419,21.45997489,Organic,597.9918998,42,1.308085601
6347,725.6402749,45.34290126,Social,161.5765643,93,18.74389938
9304,338.2804759,57.32585131,Social,389.3597531,22,7.524265132
6408,739.7827007,45.90351664,Referral,144.3600778,20,3.283068968
7561,418.7581334,23.30985133,Direct,470.3201139,92,7.2578591
19463,727.3784246,65.0689482,Direct,106.2517159,57,19.3311065
15053,451.0538752,38.75558805,Direct,52.66945336,30,19.67590059
12968,242.5516557,69.98763091,Direct,383.2892951,37,6.114891669
14824,351.6660251,31.17565588,Referral,541.7911309,46,3.286820629
7560,626.3587921,20.04207055,Referral,379.2325402,16,3.447285927
5943,749.6118036,51.43172046,Organic,323.2423186,33,3.691213253
8667,431.9385861,36.53136092,Direct,320.9439247,78,7.11355635
10597,892.1791487,64.42313664,Social,173.486868,21,17.57471944
5061,811.9878058,35.3356907,Social,281.7328545,49,14.49532662
5834,341.0191903,68.597378,Organic,129.7580617,24,15.545919
10611,283.6009901,69.25071279,Direct,228.2862584,74,16.63389806
10123,737.6376318,39.71515963,Social,73.03958121,68,16.3028715
5899,607.2981306,55.16027014,Social,95.58878822,86,2.342913481
7805,815.3664133,29.36449637,Direct,543.4489604,86,19.50638006
8425,853.4598775,42.54537611,Direct,552.294268,91,2.426711142
10303,613.6894684,38.5643133,Direct,257.6028023,59,4.445035728
18357,514.7813071,27.49586279,Direct,523.729485,73,3.012383662
11441,892.3488562,63.086775,Organic,557.9012191,99,2.850703453
14254,671.9269877,41.81991129,Referral,599.8903128,6,5.204885245
8172,800.3743428,36.8826747,Direct,322.8778715,77,9.211755676
16064,180.6836936,40.55105322,Referral,405.488058,64,7.754435388
16474,863.6155989,30.47219392,Organic,361.61656,93,10.15453657
7114,743.7772901,66.7254609,Social,586.2873368,87,7.588679118
5568,142.538915,24.99461321,Direct,408.3495633,79,11.47358434
11189,766.1116914,59.8001821,Organic,387.7760666,69,19.44207594
12876,893.6696559,47.75186386,Direct,361.2994597,22,4.647967159
11032,487.6236253,42.97585531,Direct,518.2917659,65,13.15624196
14457,598.1161275,58.52607521,Organic,541.6202718,48,2.916490788
13625,844.7976608,62.51281681,Organic,232.6426056,24,13.28218411
17978,589.5393582,39.05803931,Social,62.8975218,92,3.40951694
15182,140.566482,38.81200782,Direct,507.7445982,81,14.55588567
13359,352.9979061,28.85055756,Referral,360.0086042,43,6.780555952
13297,321.1478882,30.53907885,Direct,259.7544267,85,8.24276604
17815,562.9351768,27.5944215,Direct,136.602949,34,8.098086823
8766,795.0006843,20.35989445,Organic,196.3189252,68,16.73856503
5750,578.3275821,37.11223481,Direct,231.4598962,38,5.460432013
12801,878.0444436,59.01067678,Organic,179.6085875,95,6.251624596
8917,868.8769122,35.20571038,Referral,192.3358326,83,3.930735436
8984,874.8051464,40.64773552,Organic,547.5418646,48,8.63367056
15959,845.5932962,27.6287636,Referral,463.5890531,84,3.853832875
7985,115.5596411,61.4926706,Social,210.622889,45,14.10381672
12187,736.6963171,49.19224344,Organic,552.8626564,33,4.199639016
18137,338.6007742,23.33088339,Direct,190.8661477,16,1.603026793
14154,727.0002052,55.0659594,Social,356.7890503,82,16.07397897
7501,839.6132956,33.89451979,Direct,577.9873337,17,3.650585347
17251,236.6116862,31.65838014,Direct,369.0965101,86,13.94500102
11914,819.8754515,27.60248255,Social,216.1610807,43,18.9608258
12521,399.1932934,61.74366724,Referral,364.9062629,36,9.253064054
6986,886.1904104,60.46397269,Direct,396.3768193,8,18.31328857
15216,111.5383737,38.58230981,Social,281.9273205,44,14.28304975
8319,648.8811731,48.81896544,Social,49.8928703,51,1.710398809
12482,478.6453234,66.6043305,Social,368.4507996,39,11.63748184
15091,518.8419295,53.42213823,Organic,245.0030999,24,11.82350606
